product,title,rating,body,date,purchase,helpful
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Really nice product!,4.0,"This cream really did wonders for my face, mostly to even out my skin tone on areas marked by darkened old acne lesions while also helping with redness caused by new ones. It managed to placate new pimples and became essential in my daily morning routine.I've had acne since I was 9 years old, I'm now 29 and it has been an actual roller coaster but it got to a point that those 20 years of battling acne were showing way too much on my skin (scars, visible huge pores, dark spots, marks...). So thankfully I found this product to help somewhat with a few of those issues. Also started using a night cream with retinol. Found an interesting combo of products.I don't regret trusting the reviews or having tried it, I was really desperate with my face at that point. I'm now on my second Keeva cream and I feel the product has already done all it could do for my particular case, although I admit that the improvement made me a bit more careless with my religiously followed routine... really need to get back on track...","November 7, 2018",Verified Purchase,6
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",my new go-to tea tree skincare product,5.0,"not super harsh, seems to reduce scarring, absolutely perfect for large areas that are breaking out or inflamed.","November 7, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It really works!,4.0,"My daughter has been battling with acne for the past 3 years, and this product is the only thing that has made a difference. Her acne is not completely gone, but if she doesn't use it for a few days we can definitely tell!","November 6, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Not effective anymore,1.0,"How sad.  This new formula, which they claim is not any different, is most definitely not the original formula.  There is a noticeable difference, and it smells of synthetic fragrances of some kind, not the tea tree oil like the old formula.  This no longer fights the acne - it’s causing breakouts for me.  The old formula was really effective - I for once had clear skin.  I am very disappointed in companies that switch things up and claim they haven’t.  If the changes are about saving money as a company, please - please, I’ll pay even more for this already super expensive cream only to have the original formula back.","November 6, 2018",Not Verified,3
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It really works!,5.0,"Hardly anything works on my acne and blemishes, but this stuff does! It is great!","November 5, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",good for sensitive skin,4.0,"As someone with sensitive skin, this product is a godsend. I was scared at first about the thought of a lotion-like acne treatment but was pleasantly surprised that this product did not make my face feel oily or clogged at all. My skin got a bit worse during the first week but cleared up after and i’ve been using it ever since, morning and night. It has dramatically helped the redness from scarring on my cheeks and chin and has cleared my breakouts a lot. It’s not a cure-all for acne but it’s definitely helped decrease the problems i’m having.","November 5, 2018",Verified Purchase,1
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",10/10,5.0,It’s great for acne my face is clear,"November 5, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Menapausal Acne,5.0,"50 yrs. Old with cystic acne. Tried the 3 step treatment and ended up with cystic acne but with a bonus, dry flakey skin. Oh yeah, totally awesome reliving my teenage yrs. Saw Keeva on FB, did a little research and said, what the hell, i'm going for it. After a few days I could see my skin clearing up. I have been using Keeva for 2 weeks now and my acne is completely gone.  The bonus, my skin is nice and smooth. My son is going to start using Keeva now since it worked for me. Hoping he gets the same results. Ya don't know unless ya try.","November 4, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Best product ever!,5.0,Love this product! Works wonders! Just one day helped my acne alot!,"November 4, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",This Really Works!!,5.0,"I bought this product for my 17-year-old daughter.  We had tried just about every product you can name.  After only a few applications (I'm talking less than 4!) her skin started to miraculously clear up!! It worked so well, that I bought a jar for my 15-year-old son! I'm usually very skeptical about products that claim to do the impossible so I really hope this review is read by others like me.  It REALLY does work!!!","November 4, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Preggy lady,4.0,Hello!I've looked for several options for an acne cream for pregnant women .  This one is the BEST!,"November 4, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Seems fake,2.0,"I can’t give this one star because i’ve never used this, but I ordered this last night and am sending it back after reading the reviews and watching the videos. They all look suspicious, fake, and written by the company.","November 3, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It works,4.0,This product worked well for me. After using this product my pimples reduced.,"November 3, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Good product,5.0,Very nice! It works really well on cystic pimples! Shrinks them overnight,"November 1, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Best acne treatment!,5.0,This is the best product to help my daughters acne. Even the dermatologists could not help but after about a month of consistent use her face is almost completely healed!,"November 1, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It works!,5.0,"I bought this cream a couple months ago and I love it. Unfortunately, I have a lot of acne on my skin and using this product significantly reduces the healing time for small pimples. It also smells amazing and tea tree products are shown to be really good for the skin. I use it in the morning and before bed and my skin absorbs the cream quickly, no need to rinse your face after using it because it does not leave an oily residue.","October 31, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Great Product!,4.0,It worked for me!,"October 30, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Don’t waste your money,1.0,"I really had my hopes up with this product because of all the great reviews. However, I’ve been using this product for almost 2 months now and it has only made my acne worse. Don’t waste your money.","October 29, 2018",Not Verified,1
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Fast Results,5.0,I read the review and I am a fan of tea tree oil but never thought to use it on acne.  I tried this for my daughter and it worked fast.  She was extremely happy with the quick results and uses it daily to keep her acne away.  Thank you for this product!,"October 28, 2018",Verified Purchase,0
